Timestamp,Data Operator Initials,Q1,Q2,Q3,Q4,Q5(a),Q5(b),Q5(c),Q6,Q7,Q8,Q9,Q10(a),Q10(b),Q10(c),Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27
9/19/2024 18:13:07,GP,2,0,8,3,1,4,5,2,1,2,5,9,9,9,1,2,1,"1,4, THE CHOSEN, OVERCOME (MOVIES & SERIES)",2,1,9,3,2,4,0,1,3,3,HORNBY,9,0
9/19/2024 18:11:33,GP,1,4,8,1,7,7,9,2,2,2,"1,2,3,4",8,9,8,1,4,2,6,2,1,8,1,1,UNIVERSITY HALL,9,2,6,2,ILAM,9,0
9/19/2024 18:10:33,GP,1,4,"2,6",1,9,9,9,1,1,1,"1,2,3,4",9,8,8,1,2,4,6,2,1,8,2,2,1,1,4,2,1,BELFAST,9,I FIND THE MUSIC TO BE DIFFICULT I FEEL WE SHOULDN'T HAVE 'WORSHIP' SONGS DURING MASS ESPECIALLY DURING COMMUNION WE SHOULD REVERE IN OUR WORSHIP ALL MASS IT IS ALSO WAY TOO LOUD WHEN THESE SONGS ARE HAPPENING
9/19/2024 18:08:06,GP,2,0,8,1,5,1,1,2,2,2,"1,2,3,4",9,9,8,1,1,1,6,1,1,8,1,2,2,9,2,1,2,0,9,0
9/19/2024 18:07:09,GP,2,0,8,1,9,9,3,1,1,2,"1,2,3,4",8,8,8,1,1,1,6,2,1,7,2,1,2,9,2,6,6,ILAM,9,0
9/19/2024 18:06:15,GP,1,5,JESUS YOUTH,1,9,6,8,2,1,2,"1,2,3,4",9,9,9,2,3,4,4,1,1,8,1,2,3,8,4,6,6,CHRISTCHURCH,9,THIS IS THE PLACE THAT KEEPS MY MIIND CALM
9/19/2024 18:04:01,GP,2,0,8,1,4,3,3,1,2,2,"1,2,3,4",9,9,9,1,5,4,"1,2,4",1,2,9,5,1,6,BRAZILIAN,4,4,1,SPREYDON,9,0
9/19/2024 18:02:48,GP,1,5,"1,2,3,4,JESUS YOUTH",1,1,1,1,1,2,2,"1,3,4",1,1,1,2,2,4,6,2,2,1,1,2,"2,3",8,4,0,"2,3",CENTRAL CITY,9,0
9/19/2024 17:58:59,GP,1,4,8,4,4,1,1,2,2,2,"1,2,3,4,5",8,8,8,1,1,4,6,2,2,3,4,1,4,SAUDIA ARABIA,4,5,1,RICCARTON,9,0
9/19/2024 17:57:23,GP,1,4,8,2,1,1,9,2,2,2,"1,3,5",8,8,8,1,3,1,6,2,2,8,4,2,4,LATIN,4,5,1,RICCARTON,9,0
9/19/2024 17:55:53,GP,1,0,8,2,9,9,9,2,2,2,7,1,2,1,1,2,4,6,2,2,1,2,2,2,JAPANESE,2,1,2,ILAM,9,0
9/19/2024 17:54:30,GP,3,0,PASSIONIST FAMILY GROUP,5,6,3,6,2,2,2,"1,2,3,4,5",7,7,6,1,6,4,4,1,1,7,6,1,5,1,4,5,1,AVONHEAD,9,THE PARISH LACKS SUPPORT FOR SICK AMOUNGST OUT COMMUNITY TO THEM WITH THEM AND TO BUY COMMUNION
9/19/2024 17:50:32,GP,3,0,1,1,6,6,6,2,0,2,"1,2,3,4,6",7,0,0,1,1,0,GROWING WITH CHRST,2,2,7,6,2,SENIOR CARE,1,"1,3",0,RETIRED,SOCKBURN,5,0
9/19/2024 17:48:54,GP,2,4,8,3,9,4,0,2,2,2,2,9,9,5,1,5,2,"4,TELEGRAM",2,1,9,7,1,5,1,"2,3,4",4,3,HUNTSBURY HILL,9,THE ONLY 7PM MASS IS HERE IN CHCH
9/19/2024 17:47:11,GP,5,0,6,5,0,7,0,2,2,2,"1,3,4,5",9,9,9,1,2,2,LA CROUUX INTERNATIONAL * CHRISTIAN OUT FR PATRICK,1,1,9,8,2,WAKAWAYS HOMESTAY CATHOLIC B&B,1,4,2,4,UPPER RICCARTON,9,0
9/19/2024 17:45:01,GP,5,0,0,3,7,7,7,2,2,2,"1,2,3,4,5",8,8,8,1,4,2,6,2,1,8,6,2,5,1,4,6,1,AVONHEAD,9,0
9/19/2024 17:44:01,GP,6,0,"1,2,3,4,ONLINE YOUTUBE ABOUT FAITH",1,0,0,0,2,2,2,"1,2,3,4,5,6",9,9,9,1,6,4,"1,2,4",1,1,9,6,2,5,1,4,2,1,NELSON,5,0
9/19/2024 17:42:28,GP,4,0,4,6,2,1,3,2,2,2,"1,2,3,4,5",5,6,6,1,5,4,2,2,2,8,6,1,5,KOREAN,4,2,1,HEI HEI,9,0
9/19/2024 17:41:22,GP,4,0,5,6,5,5,3,2,2,2,"1,2,3,4,5",9,9,9,1,5,4,2,1,2,8,5,2,5,KOREAN,4,2,4,HEI HEI ,3,0
9/19/2024 17:40:18,GP,6,0,8,1,1,1,1,1,2,1,"1,2,3,4",8,9,8,4,1,4,4,2,1,8,3,1,3,9,4,2,1,BELFAST,9,0
9/19/2024 17:39:08,GP,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,9,4,4,1,0,9,0
9/19/2024 17:38:24,GP,2,2,8,1,5,4,8,1,2,2,"1,2,3,4",8,8,8,2,6,4,4,1,2,8,3,1,5,9,4,3,3,SYDENHAM,9,0
9/19/2024 17:36:12,GP,3,0,5,4,3,7,1,2,2,2,"1,2,3,4,5",9,9,9,1,5,4,"3,4",1,1,9,5,2,5,POLISH,4,3,1,HORNBY,9,0
9/19/2024 17:34:51,GP,3,2,8,4,5,6,6,1,2,1,"4,5",6,6,6,1,6,2,6,1,2,4,5,1,5,0,4,4,1,0,6,0
9/19/2024 17:33:38,GP,1,2,8,1,5,3,3,2,2,2,"1,3,5",7,3,4,3,5,4,6,2,2,9,5,2,6,BRAZILIAN,2,2,1,SPREYDON,9,0
9/19/2024 17:32:12,GP,2,0,8,4,6,6,3,1,1,1,7,6,6,6,1,"2,3",3,"1,4",1,1,7,3,2,3,9,4,5,1,RICCARTON,9,EPHATHA - BE OPEN
9/19/2024 17:30:48,GP,6,5,4,2,0,0,1,2,2,2,"1,2,3,4,5",9,9,9,1,5,4,4,1,2,9,6,2,6,9,4,0,RETIRED GOVT OFFICIAL IN THE PHILIPPINES,UPPER RICCARTON,9,0
9/19/2024 17:29:17,GP,2,0,0,4,7,2,8,2,2,2,2,8,8,8,1,2,3,"1,4",2,1,8,5,2,2,0,4,1,4,HALSWELL,9,0
9/19/2024 17:28:13,GP,1,4,8,4,5,0,0,2,2,2,7,0,4,0,1,2,4,6,2,2,5,4,2,5,0,0,0,0,0,0,0
9/19/2024 17:26:37,GP,1,4,8,4,5,0,0,2,2,2,7,5,5,5,1,2,4,6,2,2,5,5,2,"1,5",0,0,0,0,0,0,0
9/19/2024 17:25:30,GP,2,0,"5,YOUNG ADULTS",1,7,9,9,91,1,1,"1,2,3,4,6",9,8,8,1,"2,3",2,6,2,1,9,2,1,2,1,4,1,3,PAPANUI,9,THANKS DOING WELL
9/19/2024 17:23:14,GP,2,6,1,1,1,2,3,1,2,2,7,9,9,9,1,1,1,4,1,1,9,5,2,0,0,0,0,0,0,0,0
9/19/2024 17:22:30,GP,1,2,8,1,9,9,5,1,2,2,"1,2,3,4",1,5,5,1,1,1,6,2,2,1,2,1,2,9,4,1,2,LINWOOD,9,0
9/19/2024 17:21:33,GP,1,5,8,1,1,1,1,1,2,2,"1,2,3,4",9,9,9,1,5,4,CONTENT ON TIKTOK,1,1,9,2,2,2,9,4,6,2,RICCARTON,9,0
9/19/2024 17:20:11,GP,2,0,"1,3,4",1,8,9,9,1,1,1,"1,2,3,4,5",9,9,9,1,5,3,"1,3,4",1,1,9,4,1,2,0,4,2,1,PAPANUI,9,0
9/19/2024 17:19:05,GP,1,5,1,1,0,0,9,2,2,2,"1,2,3,4,5",9,9,9,3,6,4,"4,6",2,1,9,4,2,3,9,0,0,0,0,0,0
9/19/2024 17:18:10,GP,0,5,8,1,0,0,9,1,2,2,"1,3,4",9,9,9,4,5,4,6,2,2,9,4,1,4,9,3,6,1,RICCARTON,9,0
9/19/2024 17:16:53,GP,1,1,1,1,0,0,0,2,2,2,"1,3",0,0,0,4,5,4,6,2,2,1,0,2,4,9,1,0,0,0,0,0
9/19/2024 17:15:53,GP,3,0,3,1,9,9,9,2,2,2,"1,2,3,4,5",9,9,9,1,4,1,"1,4",1,1,9,3,1,4,8,4,5,1,WIGRAM,9,0
9/19/2024 17:14:55,GP,2,0,"4,JESUS YOUTH",1,9,6,5,1,2,2,"1,2,3,4,5",8,8,8,1,"5,6",4,"1,3,4",1,2,9,3,2,4,8,4,5,1,WIGRAM,9,0
9/19/2024 17:13:44,GP,2,0,8,1,6,5,5,2,2,2,"1,2,3,4,5",8,8,8,2,3,4,6,2,2,7,3,1,5,9,4,3,"2,3",ISLINGTON,9,0
9/19/2024 17:12:44,GP,2,0,2,1,8,5,7,2,2,2,"1,2,3,4,5",8,8,8,2,3,4,4,2,2,8,2,2,5,9,4,4,1,ISLINGTON,9,0
9/19/2024 17:11:37,GP,1,5,8,2,7,3,7,1,2,2,1,9,9,9,4,2,4,6,2,2,9,4,1,5,9,2,0,0,0,9,0
9/19/2024 17:10:34,GP,1,2,1,1,0,5,0,1,2,2,"3,4",6,7,8,4,5,4,THE BIBLE,2,2,5,3,2,1,1,4,6,6,ARANUI,5,0
9/19/2024 17:09:30,GP,1,1,"1,2,YOUNG ADULT FELLOWSHIP & ACTIVITIES",2,9,3,8,1,1,1,"1,2,4",9,9,9,1,1,4,"2,FLYERS/BOOKLET",1,1,9,2,2,1,9,4,0,2,0,9,0
9/19/2024 17:07:40,GP,1,"4,5",8,1,1,1,1,2,2,2,"1,2,3,4,5",9,9,9,1,2,4,6,2,2,9,4,2,6,9,4,2,1,LEESTON,9,0
9/19/2024 17:06:47,GP,1,4,8,1,0,0,0,2,2,2,"1,2,3,4,5",9,6,7,5,2,4,6,2,2,9,4,1,6,9,4,2,1,LEESTON,9,0
9/19/2024 17:03:51,GP,5,2,0,1,9,9,7,2,2,2,7,7,7,9,3,2,4,6,2,2,8,3,1,3,9,4,4,1,LINWOOD,9,0
9/19/2024 17:02:53,GP,1,2,8,1,8,8,9,1,2,2,7,9,9,9,3,1,4,"1,4",1,1,9,3,2,3,9,4,0,3,HOUSE LINWOOD,9,I AM NOT ALWAYS ATTENDING AUNDAY MASS BUT MY FAITH TO GOD WILL NEVER FADE GOD WILL ALWAYS BE IN MY HEART FOREVER
9/19/2024 17:01:02,GP,2,0,8,1,8,6,6,2,2,2,"1,2,3,4",7,6,6,1,2,2,6,2,2,4,1,2,2,9,2,3,"2,3",ADDINGTON,9,0
9/19/2024 17:00:15,GP,2,0,8,4,9,9,9,2,2,2,"1,2,3,4",9,9,9,1,2,4,6,1,1,9,4,2,2,9,4,3,1,ADDINGTON,9,0
9/19/2024 16:59:07,GP,1,5,8,1,7,1,7,2,2,2,"1,2,3",9,9,9,3,2,4,6,2,2,9,2,1,2,9,4,2,1,AVONHEAD,9,0
9/19/2024 16:57:18,GP,2,0,0,4,9,9,9,1,1,1,"1,2,3,4,5",9,9,9,1,2,4,1,1,1,9,4,1,4,SOUTH AMERICA,4,3,1,RUSSLEY,9,0
9/19/2024 16:55:06,GP,2,0,8,3,1,3,1,2,2,2,"1,2,3,4,",6,7,2,1,2,4,4,1,1,8,3,1,6,TOKELAUAU,3,3,1,HORNBY,9,0
9/19/2024 16:53:23,GP,1,2,8,2,1,1,1,2,2,2,"1,3,4,5",7,5,8,1,5,4,6,2,2,5,7,1,5,LATIN,4,2,4,AT ALBANS,9,0
9/19/2024 16:52:20,GP,3,0,8,1,1,1,1,2,2,2,"1,2,3,4,6",9,9,9,1,5,4,6,2,1,9,2,1,1,1,3,2,"1,2",RANGIORA,9,0
9/19/2024 16:51:12,GP,6,4,"2,6",1,2,5,9,1,2,2,"1,2,3,4,6",8,9,9,2,5,1,"1,2,4",1,1,9,3,2,6,"1,9",4,6,2,0,9,0
9/19/2024 16:49:46,GP,2,6,5,2,9,9,4,1,2,2,"1,2,3,4,6",7,9,9,1,2,2,6,1,1,9,2,2,4,5,4,6,3,ST ALBANS,9,0
9/19/2024 16:47:44,GP,0,5,8,4,0,6,0,2,2,2,2,8,8,8,1,0,4,4,2,1,9,3,2,1,8,4,2,1,UPPER RICCARTON,9,0
9/19/2024 16:46:44,GP,2,0,8,1,1,1,4,2,2,2,"1,2,3,4,5",7,6,6,2,5,4,6,2,2,6,3,1,5,9,4,2,1,AVONHEAD,9,0
9/19/2024 16:45:48,GP,1,5,8,0,7,6,7,2,2,2,"1,2,5",7,6,7,3,1,4,4,2,2,9,4,1,4,9,3,2,1,SOMERFIELD,9,0
9/19/2024 16:44:49,GP,2,0,8,4,7,5,5,2,2,2,"1,2,3,4,5",8,8,8,1,5,4,6,2,2,9,3,1,4,8,4,0,3,SOCKBURN,9,0
9/19/2024 16:43:57,GP,1,"4,5",8,4,9,9,9,2,2,2,"1,2,3,6",9,1,9,1,2,4,6,2,2,9,5,1,1,9,"3,4",2,1,WIGRAM,9,0
9/19/2024 16:42:23,GP,1,5,8,1,7,9,5,1,1,1,4,9,9,9,1,2,4,6,1,1,9,3,1,2,8,4,2,1,WALTHAW,9,0
9/19/2024 16:41:07,GP,1,5,ALPHA AT MOTHER TERRESA PARISH,1,3,1,1,1,2,2,"1,2,3,4,6",6,9,6,1,4,4,4,1,1,6,4,2,4,AMERICAN,4,4,3,MERIVALE,9,0
9/19/2024 16:39:38,GP,1,4,8,2,0,0,9,1,2,2,"1,2,3,4,5",0,0,9,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/19/2024 16:38:49,GP,1,4,8,2,0,0,0,1,2,2,"1,2,3,4,5",9,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/19/2024 16:37:59,GP,2,0,8,1,1,1,1,1,2,2,2,9,9,9,1,5,2,6,1,1,9,3,2,2,VIETMAN,4,0,1,HALSWELL,9,0
9/19/2024 16:36:56,GP,2,0,"4,5",1,6,6,6,1,2,2,"1,2,3,4,5",6,8,8,1,3,3,4,2,2,6,3,1,2,8,4,3,1,HALSWELLS,9,0
9/19/2024 16:35:53,GP,1,5,8,1,1,1,1,2,2,2,"1,2,3,4",9,9,9,1,5,4,4,2,2,5,2,1,2,8,4,1,2,RICCARTON,9,0
9/19/2024 16:34:51,GP,1,4,1,2,5,2,5,2,2,2,"1,2,3,4,5",7,6,6,1,3,1,4,2,2,8,2,1,2,8,4,2,1,HORNBY,9,0
9/19/2024 16:33:57,GP,1,4,1,2,5,2,5,2,2,2,"1,2,3,4,5",7,6,6,1,5,1,4,2,2,8,2,2,2,8,4,6,0,HORNBY,9,0
9/19/2024 16:32:39,GP,2,0,"4,READING AT MASS",1,0,8,0,2,1,2,"1,2,3,4",9,9,9,1,3,4,4,2,2,9,3,2,2,8,4,4,1,HALSWELL,9,0
9/19/2024 16:31:33,GP,2,0,8,1,8,1,1,2,2,2,"1,2,3,4",9,9,9,1,2,4,6,2,2,8,2,0,6,9,4,0,6,0,9,0
9/19/2024 16:30:33,GP,2,0,8,2,5,2,2,2,2,2,"1,2,3,4,5",9,8,8,1,2,4,6,2,1,9,5,2,6,9,4,5,1,UPPER RICCARTON,9,0
9/19/2024 16:29:26,GP,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,9,4,3,1,RICCARTON,9,0
9/19/2024 16:28:32,GP,2,0,8,4,9,5,9,2,2,2,"1,2,3,4,5",9,9,9,2,0,0,0,0,0,0,0,0,3,9,4,5,1,UPPER RICCARTON,9,0
9/19/2024 16:27:31,GP,2,0,8,5,3,9,4,1,2,2,"1,2,3,4",9,9,9,1,4,4,"2,4",2,2,9,4,1,2,9,4,2,1,SYDENHAM,9,0
9/19/2024 16:26:20,GP,1,1,8,0,3,4,4,2,2,2,3,8,8,9,1,5,1,1,1,1,9,2,2,3,INDONESIAN,4,6,2,PAPANUI,0,0
9/19/2024 16:25:00,gp,1,0,S.V.A.P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,3,0
9/19/2024 16:23:50,gp,1,4,8,1,1,3,5,1,2,2,"1,2,3,4",7,8,9,1,5,1,4,1,1,9,1,2,4,1,4,6,part time study part time work,linconln,9,0
9/19/2024 16:22:16,gp,1,5,"1,4",1,0,0,0,2,2,2,"1,3",7,7,7,1,5,4,5,2,1,9,4,1,5,9,4,6,1,riccarton,9,0
9/19/2024 16:21:00,gp,5,0,8,1,9,5,5,2,2,2,"1,2,3,4",9,5,5,1,1,4,2,2,2,9,3,2,5,9,4,2,1,riccarton,9,0
9/19/2024 16:19:09,gp,2,0,8,4,0,8,0,2,2,2,"1,2,3,4",9,9,9,2,2,4,6,2,2,9,2,1,6,9,4,2,1,riccarton,9,0
9/19/2024 16:18:02,gp,0,4,8,1,1,1,8,1,2,2,"1,2,3,4,6",8,8,8,1,6,4,"4,social media, tok tok , instagram",1,1,8,1,1,2,1,2,"1,6",2,riccarton,9,keep up the good work (Gods work)and thank you
9/19/2024 16:16:07,gp,1,5,8,2,5,1,1,1,1,2,"1,2,3,4",9,9,9,1,1,1,6,2,1,9,2,2,2,7,4,6,2,papanui,9,0
9/19/2024 16:15:05,gp,2,0,5,3,5,5,5,2,2,2,"1,2,3,4,5",7,7,7,1,1,1,6,2,2,7,4,2,6,9,4,6,5,riccarton,9,0
9/19/2024 16:12:29,gp,1,2,holy communion and confirmation preparation help,1,7,9,6,1,2,2,"1,2,3,4,5",9,9,9,1,5,1,4,1,1,9,3,2,4,9,4,5,1,avonhead,9,0
9/19/2024 16:11:00,gp,0,6,ocia,1,4,7,5,1,2,2,7,6,8,7,1,2,4,3,2,1,7,1,2,2,1,2,2,1,addington,9,0
9/19/2024 16:09:49,gp,4,0,8,4,9,9,9,1,2,2,"1,2,3,4,5",9,8,9,2,3,1,"1,4",1,1,8,4,1,6,0,4,5,1,riccarton,9,st teresa's church is a pillar for many people
9/19/2024 16:08:23,gp,2,0,"4,5",1,1,7,7,2,2,1,0,9,9,9,1,6,2,4,1,2,9,7,2,5,7,4,1,4,riccarton,9,0
9/19/2024 16:07:21,gp,3,0,"5,collector",3,9,9,9,2,2,2,"1,2,3,4,5",9,8,9,1,5,4,4,2,2,9,4,1,6,9,2,2,1,riccarton,9,0
9/19/2024 16:06:15,gp,3,0,"3,4,5",6,0,0,9,1,1,1,"1,2,3,4,5",9,9,9,1,4,2,"3,4",1,1,9,5,2,6,9,4,4,1,ilam,9,0
9/18/2024 21:09:23,GP,1,4,8,1,7,0,0,2,2,2,"1,2,3,4",7,7,8,1,5,1,6,2,2,7,1,1,2,9,2,5,2,ILAM,9,0
9/18/2024 21:08:20,GP,1,4,8,1,6,1,1,2,2,2,"1,2,3,4",6,8,9,1,5,4,"4,CATHOLIC ANSWERS",1,2,7,1,1,2,1,2,1,2,UPPER RICCARTON,9,0
9/18/2024 21:06:52,GP,2,0,"3,5",5,9,9,9,2,1,2,"1,2,3,4",9,9,9,1,2,1,6,1,1,9,3,2,2,1,4,2,1,ILAM,9,0
9/18/2024 21:05:58,GP,2,0,"4,5",1,7,9,8,1,1,1,"1,2,3,4",8,8,7,1,5,1,6,2,2,7,1,2,3,1,1,6,3,SOCKBURN,9,0
9/18/2024 21:04:41,GP,1,4,1,1,9,1,6,2,2,2,"1,2,3,4",5,6,7,2,1,1,6,2,2,6,1,2,2,1,2,6,2,RICCARTON,9,0
9/18/2024 21:03:34,GP,2,0,8,3,5,5,5,2,2,2,"1,2,3,4,5",8,9,9,1,4,4,2,2,2,9,5,1,6,9,4,6,1,WIGRAM,9,0
9/18/2024 21:02:37,GP,1,4,8,3,5,1,1,2,2,2,"1,2,3",3,9,9,1,5,0,6,2,1,5,3,2,1,VIETNAMESE,3,1,3,0,9,0
9/18/2024 21:00:33,GP,3,0,"7,CHILDREN ATTEND THESHOW FOR THE COMMUNION",4,1,3,3,2,2,2,"1,2,3,4,5",6,6,7,2,2,4,2,1,1,7,4,2,4,7,4,5,1,HORNBY,9,0
9/18/2024 20:58:50,GP,3,0,8,3,5,6,6,2,2,2,"1,2,3,4,5",4,8,8,1,1,4,6,2,2,7,4,1,4,7,4,4,1,WIGRAM,9,I NEED SPIRITUAL AWAKENING
9/18/2024 20:57:12,GP,6,"4,5",8,4,1,1,1,2,2,2,"1,2,3,4",7,5,8,1,4,4,4,2,2,7,2,1,6,9,2,2,1,LEESTON,9,0
9/18/2024 20:56:08,GP,2,3,8,4,9,9,9,2,2,2,"1,2,3,4,5",9,9,9,3,5,4,4,2,2,5,4,2,4,9,2,2,3,CASEBRWOK,9,0
9/18/2024 20:54:35,GP,4,4,2,3,3,3,3,2,2,2,"1,3,4,5",5,5,5,2,1,4,6,2,2,9,4,1,0,0,0,0,0,0,0,0
9/18/2024 20:48:07,GP,3,4,"4,8",4,0,0,0,1,2,2,"1,2,3,4",9,9,9,1,2,4,"2,OUR DAILY BREAD APP",2,2,9,4,2,4,9,4,2,1,ROLLESTON,9,0
9/18/2024 20:46:53,GP,1,4,8,1,9,9,4,1,2,1,"1,2,3,4",7,8,8,1,5,1,1,1,1,8,2,2,2,"1,2,AMERICAN",4,1,"2,3",SYDENHAM,9,0
9/18/2024 20:45:16,GP,4,0,5,4,7,9,9,2,1,2,"1,2,3,4,6",9,9,9,1,5,2,6,2,1,9,8,1,1,DUTCH INDONESIAN,4,1,3,OXFORD,9,0
9/18/2024 20:43:54,GP,1,5,8,2,1,4,2,2,2,2,"1,2,3,4,5",7,9,9,1,3,4,6,2,2,9,3,1,5,8,4,2,1,RICCARTON,9,0
9/18/2024 20:41:57,GP,1,4,8,1,9,1,2,1,2,2,"1,2,3,4",6,6,5,2,1,4,6,2,2,2,1,1,2,8,2,4,"2,6",RICCARTON,9,0
9/18/2024 20:40:34,GP,1,5,8,3,1,1,1,2,2,2,"1,2,3,4,5",0,0,0,1,5,4,6,1,1,8,4,2,5,9,4,6,3,BELFAST,9,0
9/18/2024 20:39:29,GP,2,0,"2,3,4,5",5,9,9,9,1,1,2,"1,2,3",7,5,5,1,2,2,6,2,1,9,3,1,2,9,4,3,1,CHRISTCHURCH CENTRAL CITY,9,0
9/18/2024 20:38:04,GP,2,5,8,1,5,2,5,1,2,2,"1,2,3,4",5,5,5,2,2,4,6,2,1,5,2,1,6,9,4,1,1,0,9,0
9/18/2024 20:36:51,GP,1,4,8,2,1,1,1,2,2,2,"1,2,3",6,6,6,1,3,4,THE BIBLE APP,2,2,8,2,2,2,9,2,1,3,BRYNDWR,9,I WOULD REALLY WANT TO IMPROVE MYSELF IN VOULENTERING AT CHURCH BUT I DONT KNOW WHAT FIRST TO STEP TO TAKE
9/18/2024 20:34:22,GP,6,0,8,4,1,1,1,2,2,2,"1,2,3,4",8,8,4,0,4,4,4,1,1,6,1,1,4,1,1,6,2,HALSWELL,9,NO THANKS
9/18/2024 20:33:19,GP,1,2,8,1,1,1,1,2,2,2,"1,2,3,4",9,9,9,1,6,4,"1,4,HALLOW APP",2,2,9,2,1,4,SRI LANKAN,4,3,1,WIGRAM,9,0
9/18/2024 20:32:05,GP,2,0,8,1,1,2,0,2,2,1,"1,2,3,4,5",8,8,7,1,1,1,4,2,2,9,3,1,5,8,4,4,1,SELWYN,9,0
9/18/2024 20:30:31,GP,1,5,1,2,5,5,5,1,1,2,"1,2,3,4,5",9,9,9,1,5,1,6,2,2,9,2,2,5,8,4,4,1,SELWYN,9,0
9/18/2024 20:29:20,GP,1,4,8,1,9,9,5,2,2,2,"1,2,3,4,5",9,9,9,3,2,4,4,2,2,9,2,2,5,8,4,3,1,ILAM,8,0
9/18/2024 20:28:22,GP,1,0,8,1,1,1,9,1,2,2,7,9,9,9,1,1,4,6,1,1,9,3,2,5,8,4,3,1,ILAM,9,0
9/18/2024 20:27:17,GP,1,5,8,4,8,0,5,1,1,2,"1,2,3,4,5",9,9,9,4,0,4,6,2,2,9,3,2,6,9,3,2,1,0,9,0
9/18/2024 20:26:13,GP,2,0,"4,6,SINGLES FOR CHRIST",2,8,8,6,1,2,2,"1,2,3,4",8,8,8,2,5,2,6,2,1,7,1,2,6,9,4,1,"2,3",HORNBY,9,0
9/18/2024 20:24:54,gp,1,4,"3,4,5",2,9,4,6,1,2,2,"1,2,3,4",9,9,9,1,6,1,4,2,1,9,1,1,UNIVERSITY HALL,"1,2","2,4",1,2,ILAM,9,0
9/18/2024 20:23:00,gp,1,5,5,1,1,1,1,1,2,2,"1,2,3",5,4,5,1,2,4,6,2,2,2,2,2,4,8,4,6,2,sydenhsm,9,0
9/18/2024 20:21:42,gp,2,0,8,2,2,2,8,2,2,2,"1,2,3,4",9,9,9,1,3,4,6,1,1,8,2,2,2,5,4,1,3,hornby,9,0
9/18/2024 20:20:23,gp,1,2,1,2,7,0,9,2,1,1,"1,2,3",8,9,8,4,3,4,6,2,2,9,2,1,2,8,4,2,1,riccarton,9,0
9/18/2024 20:18:52,gp,1,4,6,1,9,1,9,2,2,2,"1,2,3,4,5",9,9,9,1,4,2,"1,2",2,2,9,2,2,5,8,2,2,1,sockburn,9,0
9/18/2024 20:17:01,gp,2,4,8,4,7,1,3,1,2,1,"1,2,3,4,5,6",8,8,9,1,5,3,1,1,1,9,4,2,4,9,4,4,1,addington,9,0
9/18/2024 20:15:35,gp,6,0,8,1,1,1,9,2,2,2,"1,2,3",7,9,9,1,"1,2",4,6,2,2,7,2,1,6,9,4,6,2,new brighton,9,0
9/18/2024 20:14:20,gp,0,2,8,1,0,0,0,1,2,2,7,9,0,0,4,0,4,6,2,2,8,3,2,1,9,4,6,1,riccarton,9,0
9/18/2024 20:13:03,gp,2,4,0,3,0,0,9,1,2,2,"1,2,3,4,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/18/2024 20:12:13,gp,2,4,0,3,9,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/18/2024 20:11:22,gp,1,0,2,0,9,9,9,2,2,2,"1,2,3,4",8,8,9,2,0,2,1,2,2,7,2,2,2,1,4,0,2,0,9,0
9/18/2024 20:10:14,gp,5,0,"4,5",5,9,9,9,1,2,1,"1,2,3,4,5,6",9,9,9,1,5,2,"4,reading faith books",1,1,9,8,2,3,1,4,3,5,ilam,9,
9/18/2024 20:09:00,gp,6,2,8,1,0,0,0,2,2,2,"1,2,3,4,5,6",0,0,9,3,3,4,"1,3,4",2,1,9,5,2,1,1,4,5,1,meivele,9,i am so keen to have face to face events eg bible study eg information on how to truly believe the body bread + wine and transubstation into the body and blood christ
9/18/2024 20:05:59,gp,1,2,8,3,0,0,9,1,2,2,"1,3,4,5",9,9,9,1,2,4,6,2,2,9,4,1,5,9,4,1,1,christchurch,9,
9/18/2024 20:05:09,gp,1,5,8,3,1,1,9,2,2,2,"1,2,3,4,5",9,9,9,1,6,3,"4,FB",2,1,9,3,2,"4,6",9,2,1,3,riccarton,9,
9/18/2024 20:04:00,gp,2,0,"4,5",5,8,8,8,2,2,2,"1,2,3,4",8,9,9,1,6,1,"1,2",1,1,9,2,1,2,9,4,3,1,st aubans,9,
9/18/2024 20:02:23,gp,1,5,8,1,1,1,1,2,2,1,"1,3,4",5,5,9,1,5,4,4,2,1,9,5,2,5,9,4,2,1,riccarton,9,
9/18/2024 20:01:03,gp,1,5,8,1,5,6,8,1,2,2,7,6,7,8,1,5,4,6,1,2,9,5,1,5,9,4,2,1,riccarton road,9,
9/18/2024 19:59:42,gp,2,0,5,1,9,8,7,1,2,2,"1,2,3,4",9,8,9,1,6,4,3,1,1,9,3,2,1,1,4,1,3,sydenham,9,
